model,fold,tpr,fpr
IR,5,0.7258064516129032,0.17747914735866543
IR,5,0.7272089761570828,0.17747914735866543
IR,5,0.7272089761570828,0.1793327154772938
IR,5,0.729312762973352,0.1793327154772938
IR,5,0.729312762973352,0.17979610750695088
IR,5,0.7300140252454418,0.17979610750695088
IR,5,0.7300140252454418,0.18025949953660797
IR,5,0.7307152875175316,0.18025949953660797
IR,5,0.7307152875175316,0.18072289156626506
IR,5,0.7314165497896213,0.18072289156626506
IR,5,0.7314165497896213,0.18396663577386468
IR,5,0.7342215988779803,0.18396663577386468
IR,5,0.7342215988779803,0.18582020389249304
IR,5,0.7349228611500701,0.18582020389249304
IR,5,0.7349228611500701,0.18628359592215013
IR,5,0.7356241234221599,0.18628359592215013
IR,5,0.7356241234221599,0.1881371640407785
IR,5,0.7377279102384292,0.1881371640407785
IR,5,0.7377279102384292,0.18860055607043558
IR,5,0.738429172510519,0.18860055607043558
IR,5,0.738429172510519,0.18999073215940684
IR,5,0.7391304347826086,0.18999073215940684
IR,5,0.7391304347826086,0.19091751621872105
IR,5,0.741234221598878,0.19091751621872105
IR,5,0.741234221598878,0.19230769230769232
IR,5,0.7419354838709677,0.19230769230769232
IR,5,0.7419354838709677,0.19416126042632068
IR,5,0.7426367461430575,0.19416126042632068
IR,5,0.7426367461430575,0.19508804448563485
IR,5,0.7433380084151473,0.19508804448563485
IR,5,0.7433380084151473,0.19555143651529194
IR,5,0.7447405329593267,0.19555143651529194
IR,5,0.7447405329593267,0.19601482854494903
IR,5,0.7454417952314165,0.19601482854494903
IR,5,0.7454417952314165,0.19647822057460612
IR,5,0.7475455820476858,0.19647822057460612
IR,5,0.7475455820476858,0.1969416126042632
IR,5,0.7482468443197756,0.1969416126042632
IR,5,0.7482468443197756,0.19925857275254866
IR,5,0.7489481065918654,0.19925857275254866
IR,5,0.7489481065918654,0.19972196478220575
IR,5,0.7496493688639552,0.19972196478220575
IR,5,0.7496493688639552,0.20018535681186284
IR,5,0.7510518934081346,0.20018535681186284
IR,5,0.7510518934081346,0.20064874884151992
IR,5,0.7517531556802244,0.20064874884151992
IR,5,0.7517531556802244,0.20111214087117701
IR,5,0.7524544179523142,0.20111214087117701
IR,5,0.7524544179523142,0.20342910101946246
IR,5,0.7531556802244039,0.20342910101946246
IR,5,0.7531556802244039,0.20389249304911955
IR,5,0.7538569424964937,0.20389249304911955
IR,5,0.7538569424964937,0.20481927710843373
IR,5,0.7573632538569425,0.20481927710843373
IR,5,0.7573632538569425,0.20528266913809082
IR,5,0.7580645161290323,0.20528266913809082
IR,5,0.7580645161290323,0.2057460611677479
IR,5,0.758765778401122,0.2057460611677479
IR,5,0.758765778401122,0.20759962928637626
IR,5,0.7601683029453016,0.20759962928637626
IR,5,0.7601683029453016,0.20852641334569044
IR,5,0.761570827489481,0.20852641334569044
IR,5,0.761570827489481,0.2099165894346617
IR,5,0.7622720897615708,0.2099165894346617
